cntry,essround,n_total,n_covered,pct_covered,w_total,w_covered,w_pct_covered,scheme,is_applicable
IT,6,935,787,0.841711229946524,5069.3138885,4304.5161543,0.8491319040363662,oesch5,TRUE
IT,8,2524,2070,0.8201267828843106,5033.8837451,4103.753838,0.8152261843541,oesch5,TRUE
IT,9,2685,2174,0.809683426443203,5125.25484445,4142.00467955,0.8081558488814006,oesch5,TRUE
IT,10,2599,1956,0.7525971527510581,5054.77726903,3747.98434981,0.7414736892114793,oesch5,TRUE
IT,11,2815,2142,0.760923623445826,5044.75599725,3828.14593451,0.7588366883545609,oesch5,TRUE
PT,1,1444,1299,0.899584487534626,782.448687919,696.5206991590001,0.8901806724367652,oesch5,TRUE
PT,2,2008,1694,0.8436254980079682,8465706.938387668,7193555.970668593,0.849728914906029,oesch5,TRUE
PT,3,2180,1908,0.8752293577981651,8583577.54284717,7535702.271504743,0.8779209174599188,oesch5,TRUE
PT,4,2296,1983,0.8636759581881533,848.955974763,741.542620661,0.8734759430464151,oesch5,TRUE
PT,5,2104,1900,0.903041825095057,861.744258018,774.540534667,0.8988055649461856,oesch5,TRUE
PT,6,2117,1893,0.894189891355692,873.922678927,776.547543695,0.8885769444139417,oesch5,TRUE
PT,7,1227,1105,0.9005704971475142,670.7228574393,605.1933897743,0.9023002318495902,oesch5,TRUE
PT,8,1249,1179,0.9439551641313051,858.705332589,799.129605312,0.9306214541635849,oesch5,TRUE
PT,9,1034,981,0.9487427466150871,848.63780698,798.94180664,0.9414402705945303,oesch5,TRUE
PT,10,1813,1679,0.9260893546607832,863.64646047,792.54597194,0.9176740810223354,oesch5,TRUE
PT,11,1367,1280,0.936356986100951,898.87240489,838.7999925,0.9331691438482291,oesch5,TRUE
ES,1,1670,1329,0.795808383233533,3310.57815301,2641.22612923,0.7978141602935969,ordc,TRUE
ES,2,1608,1177,0.7319651741293532,35029441.36417394,25240172.72027383,0.7205416854317294,ordc,TRUE
ES,3,1814,1589,0.8759647188533627,36143225.64346151,31808924.569771655,0.8800798490858008,ordc,TRUE
ES,4,2486,2098,0.8439259855189059,3735.41581666,3196.32702557,0.8556817185691463,ordc,TRUE
ES,5,1840,1578,0.8576086956521739,3814.07645298,3283.84084517,0.8609792922751409,ordc,TRUE
ES,6,1841,1518,0.8245518739815317,3824.1010348,3154.4502133,0.8248867340569566,ordc,TRUE
ES,7,1880,1658,0.8819148936170212,3853.6845734,3400.5432582,0.8824134911487564,ordc,TRUE
ES,8,1918,1721,0.897288842544317,3846.64039173,3432.71381353,0.8923927021902249,ordc,TRUE
ES,9,1613,1414,0.8766274023558587,3845.7482899,3384.5866492,0.8800853290603708,ordc,TRUE
ES,10,2231,1677,0.7516808606006276,3945.5577545,2898.64563535,0.7346605513615984,ordc,TRUE
ES,11,1802,1606,0.8912319644839067,4060.28932303,3617.19124953,0.8908703202535978,ordc,TRUE
GR,1,2511,1898,0.7558741537236161,835.558082858,645.858507303,0.7729666202185028,ordc,TRUE
GR,2,2363,1924,0.8142192128650021,9124397.722386166,7452254.542767239,0.8167393366121664,ordc,TRUE
GR,4,2019,1674,0.8291233283803864,918.556679543,747.631327213,0.8139196457478935,ordc,TRUE
GR,5,2649,2059,0.7772744431861079,923.397126508,720.816095446,0.7806133187482418,ordc,TRUE
GR,10,2788,2103,0.7543041606886657,903.979693071,654.698666389,0.7242404573988355,ordc,TRUE
GR,11,2735,2106,0.770018281535649,875.37244811,671.70312521,0.767334094944685,ordc,TRUE
IT,1,1193,908,0.7611064543168483,4832.98189265,3763.84020201,0.7787821857421087,ordc,TRUE
IT,6,935,756,0.8085561497326204,5069.3138885,4140.9942383,0.8168746953496131,ordc,TRUE
IT,8,2524,1959,0.776148969889065,5033.8837451,3867.8276579,0.7683585584718672,ordc,TRUE
IT,9,2685,2052,0.7642458100558659,5125.25484445,3899.70809235,0.7608808167993614,ordc,TRUE
IT,10,2599,1876,0.721816083108888,5054.77726903,3571.43254051,0.7065459762968646,ordc,TRUE
IT,11,2815,2046,0.7268206039076377,5044.75599725,3647.90747211,0.7231088032996144,ordc,TRUE
PT,1,1444,1266,0.8767313019390581,782.448687919,680.705832919,0.8699686553624427,ordc,TRUE
PT,2,2008,1607,0.8002988047808764,8465706.938387668,6695542.994657504,0.7909018163972377,ordc,TRUE
PT,3,2180,1860,0.8532110091743119,8583577.54284717,7347038.438633882,0.8559412904420355,ordc,TRUE
PT,4,2296,1927,0.8392857142857143,848.955974763,717.421200807,0.8450629032998795,ordc,TRUE
PT,5,2104,1879,0.8930608365019012,861.744258018,763.185893857,0.885629218594757,ordc,TRUE
PT,6,2117,1858,0.8776570618800189,873.922678927,760.966965715,0.8707486189159358,ordc,TRUE
PT,7,1227,1085,0.8842705786471068,670.7228574393,594.1365443243,0.8858152629427407,ordc,TRUE
PT,8,1249,1167,0.9343474779823859,858.705332589,789.684091682,0.9196217395099893,ordc,TRUE
PT,9,1034,978,0.9458413926499033,848.63780698,796.32976988,0.9383623535626514,ordc,TRUE
PT,10,1813,1663,0.9172642029784887,863.64646047,783.377964,0.9070586169874215,ordc,TRUE
PT,11,1367,1273,0.9312362838332114,898.87240489,832.87911091,0.9265821337700584,ordc,TRUE
ES,1,1670,1326,0.7940119760479042,3310.57815301,2636.89880033,0.7965070384858651,egp11,TRUE
ES,2,1608,1160,0.7213930348258707,35029441.36417394,24897855.603696954,0.7107694166416545,egp11,TRUE
ES,3,1814,1589,0.8759647188533627,36143225.64346151,31808924.569771655,0.8800798490858008,egp11,TRUE
ES,4,2486,2098,0.8439259855189059,3735.41581666,3196.32702557,0.8556817185691463,egp11,TRUE
ES,5,1840,1570,0.8532608695652174,3814.07645298,3268.18726667,0.8568751326724225,egp11,TRUE
ES,6,1841,1518,0.8245518739815317,3824.1010348,3154.4502133,0.8248867340569566,egp11,TRUE
ES,7,1880,1658,0.8819148936170212,3853.6845734,3400.5432582,0.8824134911487564,egp11,TRUE
ES,8,1918,1721,0.897288842544317,3846.64039173,3432.71381353,0.8923927021902249,egp11,TRUE
ES,9,1613,1414,0.8766274023558587,3845.7482899,3384.5866492,0.8800853290603708,egp11,TRUE
ES,10,2231,1677,0.7516808606006276,3945.5577545,2898.64563535,0.7346605513615984,egp11,TRUE
ES,11,1802,1606,0.8912319644839067,4060.28932303,3617.19124953,0.8908703202535978,egp11,TRUE
GR,1,2511,1889,0.7522899243329351,835.558082858,642.843667403,0.7693584450816077,egp11,TRUE
GR,2,2363,1924,0.8142192128650021,9124397.722386166,7452254.542767239,0.8167393366121664,egp11,TRUE
GR,4,2019,1672,0.828132738979693,918.556679543,747.003278023,0.8132359109234815,egp11,TRUE
GR,5,2649,2055,0.7757644394110985,923.397126508,718.796039896,0.7784256840978729,egp11,TRUE
GR,10,2788,2103,0.7543041606886657,903.979693071,654.698666389,0.7242404573988355,egp11,TRUE
GR,11,2735,2106,0.770018281535649,875.37244811,671.70312521,0.767334094944685,egp11,TRUE
IT,1,1193,908,0.7611064543168483,4832.98189265,3763.84020201,0.7787821857421087,egp11,TRUE
IT,6,935,756,0.8085561497326204,5069.3138885,4140.9942383,0.8168746953496131,egp11,TRUE
IT,8,2524,1959,0.776148969889065,5033.8837451,3867.8276579,0.7683585584718672,egp11,TRUE
IT,9,2685,2052,0.7642458100558659,5125.25484445,3899.70809235,0.7608808167993614,egp11,TRUE
IT,10,2599,1876,0.721816083108888,5054.77726903,3571.43254051,0.7065459762968646,egp11,TRUE
IT,11,2815,2046,0.7268206039076377,5044.75599725,3647.90747211,0.7231088032996144,egp11,TRUE
PT,1,1444,1266,0.8767313019390581,782.448687919,680.705832919,0.8699686553624427,egp11,TRUE
PT,2,2008,1600,0.796812749003984,8465706.938387668,6661117.8523736335,0.7868353937659781,egp11,TRUE
PT,3,2180,1860,0.8532110091743119,8583577.54284717,7347038.438633882,0.8559412904420355,egp11,TRUE
PT,4,2296,1923,0.8375435540069687,848.955974763,716.020599257,0.8434131103876016,egp11,TRUE
PT,5,2104,1879,0.8930608365019012,861.744258018,763.185893857,0.885629218594757,egp11,TRUE
PT,6,2117,1858,0.8776570618800189,873.922678927,760.966965715,0.8707486189159358,egp11,TRUE
PT,7,1227,1085,0.8842705786471068,670.7228574393,594.1365443243,0.8858152629427407,egp11,TRUE
PT,8,1249,1167,0.9343474779823859,858.705332589,789.684091682,0.9196217395099893,egp11,TRUE
PT,9,1034,978,0.9458413926499033,848.63780698,796.32976988,0.9383623535626514,egp11,TRUE
PT,10,1813,1663,0.9172642029784887,863.64646047,783.377964,0.9070586169874215,egp11,TRUE
PT,11,1367,1273,0.9312362838332114,898.87240489,832.87911091,0.9265821337700584,egp11,TRUE
ES,1,1670,0,0,3310.57815301,0,NA,microclass,FALSE
ES,2,1608,0,0,35029441.36417394,0,NA,microclass,FALSE
ES,3,1814,0,0,36143225.64346151,0,NA,microclass,FALSE
ES,4,2486,0,0,3735.41581666,0,NA,microclass,FALSE
ES,5,1840,0,0,3814.07645298,0,NA,microclass,FALSE
ES,6,1841,1518,0.8245518739815317,3824.1010348,3154.4502133,0.8248867340569566,microclass,TRUE
ES,7,1880,1665,0.8856382978723404,3853.6845734,3413.8884218,0.885876453242778,microclass,TRUE
ES,8,1918,1725,0.8993743482794577,3846.64039173,3440.47723863,0.89441093740573685,microclass,TRUE
ES,9,1613,1419,0.879727216367018,3845.7482899,3396.2312588,0.883113246834028,microclass,TRUE
ES,10,2231,1681,0.7534737785746302,3945.5577545,2905.69979025,0.7364484240373829,microclass,TRUE
ES,11,1802,1613,0.8951165371809101,4060.28932303,3630.48779693,0.8941450985617794,microclass,TRUE
GR,1,2511,0,0,835.558082858,0,NA,microclass,FALSE
GR,2,2363,0,0,9124397.722386166,0,NA,microclass,FALSE
GR,4,2019,0,0,918.556679543,0,NA,microclass,FALSE
GR,5,2649,0,0,923.397126508,0,NA,microclass,FALSE
GR,10,2788,2120,0.7604017216642754,903.979693071,660.319040673,0.730457825252428,microclass,TRUE
GR,11,2735,2127,0.7776965265082267,875.37244811,678.921382686,0.7755800221401145,microclass,TRUE
IT,1,1193,0,0,4832.98189265,0,NA,microclass,FALSE
IT,6,935,760,0.8128342245989305,5069.3138885,4165.3057222,0.8216705088333968,microclass,TRUE
IT,8,2524,1968,0.7797147385103012,5033.8837451,3883.9664225,0.7715645849550392,microclass,TRUE
IT,9,2685,2063,0.768342644320298,5125.25484445,3919.39349735,0.7647216804436965,microclass,TRUE
IT,10,2599,1877,0.7222008464794152,5054.77726903,3572.81350561,0.7068191762869929,microclass,TRUE
IT,11,2815,2060,0.7317939609236235,5044.75599725,3676.55099251,0.7287866835411194,microclass,TRUE
PT,1,1444,0,0,782.448687919,0,NA,microclass,FALSE
PT,2,2008,0,0,8465706.938387668,0,NA,microclass,FALSE
PT,3,2180,0,0,8583577.54284717,0,NA,microclass,FALSE
PT,4,2296,0,0,848.955974763,0,NA,microclass,FALSE
PT,5,2104,0,0,861.744258018,0,NA,microclass,FALSE
PT,6,2117,1866,0.8814359943316014,873.922678927,764.418102095,0.8746976369048467,microclass,TRUE
PT,7,1227,1092,0.8899755501222494,670.7228574393,597.3916033443,0.8906683240601556,microclass,TRUE
PT,8,1249,1172,0.9383506805444356,858.705332589,792.117730772,0.9224558189056097,microclass,TRUE
PT,9,1034,979,0.9468085106382979,848.63780698,797.04480908,0.9392049264413506,microclass,TRUE
PT,10,1813,1669,0.9205736348593492,863.64646047,786.82868771,0.9110541450975259,microclass,TRUE
PT,11,1367,1275,0.9326993416239941,898.87240489,834.22026367,0.9280741728544756,microclass,TRUE
